"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","78","11:20:05"
"","","","","","","","","","80","11:20:20"
"","","","","","","","","","79","11:20:25"
"","","","","","","","","","79","11:20:40"
"","","","","","","","","","80","11:20:45"
"","","","","","","","","","81","11:21:00"
"","","","","","","","","","81","11:21:15"
"","","","","","","","","","84","11:21:25"
"","","","","","","","","","86","11:21:30"
"","","","","","","","","","85","11:21:35"
"","","","","","","","","","85","11:21:40"
"","","","","","","","","","85","11:21:55"
"","","","","","","","","","85","11:22:10"
"","","","","","","","","","84","11:22:20"
"","","","","","","","","","85","11:22:25"
"","","","","","","","","","84","11:22:30"
"","","","","","","","","","84","11:22:40"
"","","","","","","","","","84","11:22:55"
"","","","","","","","","","89","11:23:00"
"","","","","","","","","","89","11:23:15"
"","","","","","","","","","91","11:23:20"
"","","","","","","","","","92","11:23:25"
"","","","","","","","","","92","11:23:40"
"","","","","","","","","","91","11:23:50"
"","","","","","","","","","89","11:23:55"
"","","","","","","","","","87","11:24:10"
"","","","","","","","","","87","11:24:25"
"","","","","","","","","","89","11:24:35"
"","","","","","","","","","88","11:24:45"
"","","","","","","","","","86","11:24:50"
"","","","","","","","","","86","11:24:55"
"","","","","","","","","","85","11:25:00"
"","","","","","","","","","85","11:25:15"
"","","","","","","","","","85","11:25:30"
"","","","","","","","","","85","11:25:45"
"","","","","","","","","","85","11:26:00"
"","","","","","","","","","86","11:26:10"
"","","","","","","","","","86","11:26:25"
"","","","","","","","","","85","11:26:35"
"","","","","","","","","","85","11:26:40"
"","","","","","","","","","85","11:26:45"
"","","","","","","","","","84","11:26:50"
"","","","","","","","","","84","11:27:05"
"","","","","","","","","","83","11:27:20"
"","","","","","","","","","81","11:27:25"
"","","","","","","","","","80","11:27:30"
"","","","","","","","","","79","11:27:40"
"","","","","","","","","","83","11:27:50"
"","","","","","","","","","84","11:27:55"
"","","","","","","","","","84","11:28:10"
"","","","","","","","","","84","11:28:25"
"","","","","","","","","","86","11:28:40"
"","","","","","","","","","84","11:28:45"
"","","","","","","","","","80","11:28:50"
"","","","","","","","","","80","11:28:55"
"","","","","","","","","","80","11:29:10"
"","","","","","","","","","79","11:29:15"
"","","","","","","","","","79","11:29:30"
"","","","","","","","","","79","11:29:45"
"","","","","","","","","","79","11:30:00"
"","","","","","","","","","80","11:30:15"
"","","","","","","","","","79","11:30:25"
"","","","","","","","","","80","11:30:30"
"","","","","","","","","","78","11:30:35"
"","","","","","","","","","77","11:30:50"
"","","","","","","","","","77","11:31:05"
"","","","","","","","","","85","11:31:10"
"","","","","","","","","","86","11:31:15"
"","","","","","","","","","87","11:31:20"
"","","","","","","","","","88","11:31:25"
"","","","","","","","","","89","11:31:30"
"","","","","","","","","","92","11:31:35"
"","","","","","","","","","83","11:31:40"
"","","","","","","","","","82","11:31:45"
"","","","","","","","","","83","11:31:50"
"","","","","","","","","","84","11:31:55"
"","","","","","","","","","84","11:32:10"
"","","","","","","","","","85","11:32:20"
"","","","","","","","","","81","11:32:25"
"","","","","","","","","","86","11:32:30"
"","","","","","","","","","84","11:32:35"
"","","","","","","","","","85","11:32:45"
"","","","","","","","","","86","11:32:55"
"","","","","","","","","","86","11:33:10"
"","","","","","","","","","86","11:33:15"
"","","","","","","","","","86","11:33:30"
"","","","","","","","","","85","11:33:40"
"","","","","","","","","","87","11:33:45"
"","","","","","","","","","88","11:33:50"
"","","","","","","","","","88","11:33:55"
"","","","","","","","","","87","11:34:10"
"","","","","","","","","","86","11:34:15"
"","","","","","","","","","88","11:34:20"
"","","","","","","","","","87","11:34:25"
"","","","","","","","","","88","11:34:35"
"","","","","","","","","","87","11:34:45"
"","","","","","","","","","86","11:34:55"
"","","","","","","","","","85","11:35:00"
"","","","","","","","","","89","11:35:15"
"","","","","","","","","","88","11:35:20"
"","","","","","","","","","88","11:35:25"
"","","","","","","","","","87","11:35:30"
"","","","","","","","","","86","11:35:35"
"","","","","","","","","","85","11:35:50"
"","","","","","","","","","84","11:35:55"
"","","","","","","","","","82","11:36:00"
"","","","","","","","","","77","11:36:05"
"","","","","","","","","","77","11:36:20"
"","","","","","","","","","76","11:36:35"
"","","","","","","","","","75","11:36:40"
"","","","","","","","","","79","11:36:45"
"","","","","","","","","","80","11:37:00"
"","","","","","","","","","84","11:37:05"
"","","","","","","","","","84","11:37:20"
"","","","","","","","","","82","11:37:30"
"","","","","","","","","","78","11:37:40"
"","","","","","","","","","81","11:37:50"
"","","","","","","","","","82","11:38:00"
"","","","","","","","","","80","11:38:10"
"","","","","","","","","","80","11:38:20"
"","","","","","","","","","82","11:38:30"
"","","","","","","","","","80","11:38:40"
"","","","","","","","","","80","11:38:55"
"","","","","","","","","","82","11:39:00"
"","","","","","","","","","76","11:39:10"
"","","","","","","","","","74","11:39:20"
"","","","","","","","","","75","11:39:35"
"","","","","","","","","","75","11:39:50"
"","","","","","","","","","75","11:40:05"
"","","","","","","","","","76","11:40:20"
"","","","","","","","","","78","11:40:30"
"","","","","","","","","","79","11:40:35"
"","","","","","","","","","81","11:40:45"
"","","","","","","","","","84","11:40:50"
"","","","","","","","","","85","11:40:55"
"","","","","","","","","","86","11:41:00"
"","","","","","","","","","85","11:41:15"
"","","","","","","","","","84","11:41:20"
"","","","","","","","","","85","11:41:35"
"","","","","","","","","","84","11:41:50"
"","","","","","","","","","85","11:42:00"
"","","","","","","","","","83","11:42:10"
"","","","","","","","","","81","11:42:15"
"","","","","","","","","","80","11:42:20"
"","","","","","","","","","78","11:42:30"
"","","","","","","","","","77","11:42:35"
"","","","","","","","","","77","11:42:50"
"","","","","","","","","","77","11:42:55"
"","","","","","","","","","78","11:43:05"
"","","","","","","","","","77","11:43:10"
"","","","","","","","","","78","11:43:15"
"","","","","","","","","","77","11:43:25"
"","","","","","","","","","78","11:43:40"
"","","","","","","","","","79","11:43:50"
"","","","","","","","","","80","11:43:55"
"","","","","","","","","","80","11:44:00"
"","","","","","","","","","82","11:44:10"
"","","","","","","","","","82","11:44:25"
"","","","","","","","","","82","11:44:40"
"","","","","","","","","","82","11:44:55"
"","","","","","","","","","83","11:45:05"
"","","","","","","","","","84","11:45:10"
"","","","","","","","","","85","11:45:15"
"","","","","","","","","","86","11:45:20"
"","","","","","","","","","86","11:45:35"
"","","","","","","","","","87","11:45:40"
"","","","","","","","","","87","11:45:55"
"","","","","","","","","","86","11:46:05"
"","","","","","","","","","86","11:46:10"
"","","","","","","","","","85","11:46:25"
"","","","","","","","","","84","11:46:30"
"","","","","","","","","","82","11:46:35"
"","","","","","","","","","81","11:46:50"
"","","","","","","","","","81","11:46:55"
"","","","","","","","","","81","11:47:00"
"","","","","","","","","","82","11:47:10"
"","","","","","","","","","83","11:47:15"
"","","","","","","","","","84","11:47:20"
"","","","","","","","","","83","11:47:25"
"","","","","","","","","","82","11:47:35"
"","","","","","","","","","84","11:47:40"
"","","","","","","","","","83","11:47:45"
"","","","","","","","","","81","11:47:50"
"","","","","","","","","","80","11:47:55"
"","","","","","","","","","79","11:48:10"
"","","","","","","","","","79","11:48:15"
"","","","","","","","","","79","11:48:30"
"","","","","","","","","","79","11:48:45"
"","","","","","","","","","79","11:49:00"
"","","","","","","","","","80","11:49:15"
"","","","","","","","","","80","11:49:30"
"","","","","","","","","","80","11:49:45"
"","","","","","","","","","81","11:50:00"
"","","","","","","","","","82","11:50:10"
"","","","","","","","","","82","11:50:25"
"","","","","","","","","","82","11:50:40"
"","","","","","","","","","82","11:50:55"
"","","","","","","","","","82","11:51:10"
"","","","","","","","","","83","11:51:25"
"","","","","","","","","","83","11:51:40"
"","","","","","","","","","83","11:51:55"
"","","","","","","","","","83","11:52:00"
"","","","","","","","","","83","11:52:15"
"","","","","","","","","","83","11:52:20"
"","","","","","","","","","83","11:52:35"
"","","","","","","","","","82","11:52:50"
"","","","","","","","","","82","11:53:05"
"","","","","","","","","","82","11:53:20"
"","","","","","","","","","81","11:53:30"
"","","","","","","","","","82","11:53:35"
"","","","","","","","","","85","11:53:40"
"","","","","","","","","","86","11:53:45"
"","","","","","","","","","88","11:53:50"
"","","","","","","","","","87","11:53:55"
"","","","","","","","","","87","11:54:10"
"","","","","","","","","","89","11:54:15"
"","","","","","","","","","91","11:54:20"
"","","","","","","","","","93","11:54:25"
"","","","","","","","","","89","11:54:30"
"","","","","","","","","","87","11:54:35"
"","","","","","","","","","86","11:54:40"
"","","","","","","","","","85","11:54:45"
"","","","","","","","","","85","11:55:00"
"","","","","","","","","","86","11:55:15"
"","","","","","","","","","86","11:55:20"
"","","","","","","","","","88","11:55:30"
"","","","","","","","","","88","11:55:35"
"","","","","","","","","","89","11:55:50"
"","","","","","","","","","90","11:55:55"
"","","","","","","","","","92","11:56:00"
"","","","","","","","","","90","11:56:05"
"","","","","","","","","","89","11:56:10"
"","","","","","","","","","88","11:56:20"
"","","","","","","","","","89","11:56:25"
"","","","","","","","","","86","11:56:35"
"","","","","","","","","","85","11:56:40"
"","","","","","","","","","85","11:56:55"
"","","","","","","","","","87","11:57:05"
"","","","","","","","","","85","11:57:10"
"","","","","","","","","","85","11:57:25"
"","","","","","","","","","85","11:57:40"
"","","","","","","","","","85","11:57:45"
"","","","","","","","","","85","11:58:00"
"","","","","","","","","","85","11:58:15"
"","","","","","","","","","86","11:58:25"
"","","","","","","","","","87","11:58:30"
"","","","","","","","","","87","11:58:45"
"","","","","","","","","","86","11:58:55"
"","","","","","","","","","86","11:59:10"
"","","","","","","","","","85","11:59:15"
"","","","","","","","","","85","11:59:30"
"","","","","","","","","","84","11:59:40"
"","","","","","","","","","81","11:59:45"
"","","","","","","","","","79","11:59:50"
"","","","","","","","","","79","12:00:05"
"","","","","","","","","","79","12:00:10"
"","","","","","","","","","78","12:00:15"
"","","","","","","","","","78","12:00:30"
"","","","","","","","","","79","12:00:40"
"","","","","","","","","","77","12:00:45"
"","","","","","","","","","78","12:00:55"
"","","","","","","","","","79","12:01:00"
"","","","","","","","","","78","12:01:10"
"","","","","","","","","","78","12:01:25"
"","","","","","","","","","78","12:01:40"
"","","","","","","","","","78","12:01:55"
"","","","","","","","","","77","12:02:10"
"","","","","","","","","","75","12:02:20"
"","","","","","","","","","75","12:02:25"
"","","","","","","","","","75","12:02:40"
"","","","","","","","","","75","12:02:55"
"","","","","","","","","","75","12:03:10"
"","","","","","","","","","76","12:03:20"
"","","","","","","","","","75","12:03:30"
"","","","","","","","","","75","12:03:35"
"","","","","","","","","","77","12:03:40"
"","","","","","","","","","76","12:03:50"
"","","","","","","","","","76","12:04:05"
"","","","","","","","","","76","12:04:15"
"","","","","","","","","","76","12:04:30"
"","","","","","","","","","76","12:04:45"
"","","","","","","","","","78","12:04:55"
"","","","","","","","","","80","12:05:00"
"","","","","","","","","","78","12:05:10"
"","","","","","","","","","78","12:05:25"
"","","","","","","","","","77","12:05:30"
"","","","","","","","","","77","12:05:45"
"","","","","","","","","","78","12:05:50"
"","","","","","","","","","80","12:06:05"
"","","","","","","","","","81","12:06:10"
"","","","","","","","","","81","12:06:15"
"","","","","","","","","","81","12:06:30"
"","","","","","","","","","81","12:06:45"
"","","","","","","","","","81","12:06:55"
"","","","","","","","","","81","12:07:10"
"","","","","","","","","","81","12:07:25"
"","","","","","","","","","80","12:07:40"
"","","","","","","","","","79","12:07:55"
"","","","","","","","","","79","12:08:10"
"","","","","","","","","","82","12:08:25"
"","","","","","","","","","86","12:08:30"
"","","","","","","","","","89","12:08:35"
"","","","","","","","","","88","12:08:40"
"","","","","","","","","","85","12:08:45"
"","","","","","","","","","85","12:08:50"
"","","","","","","","","","86","12:09:00"
"","","","","","","","","","88","12:09:05"
"","","","","","","","","","90","12:09:10"
"","","","","","","","","","89","12:09:15"
"","","","","","","","","","85","12:09:20"
"","","","","","","","","","83","12:09:25"
"","","","","","","","","","85","12:09:30"
"","","","","","","","","","87","12:09:35"
"","","","","","","","","","88","12:09:40"
"","","","","","","","","","89","12:09:45"
"","","","","","","","","","90","12:09:50"
"","","","","","","","","","91","12:09:55"
"","","","","","","","","","93","12:10:05"
"","","","","","","","","","95","12:10:10"
"","","","","","","","","","100","12:10:15"
"","","","","","","","","","103","12:10:20"
"","","","","","","","","","103","12:10:25"
"","","","","","","","","","100","12:10:40"
"","","","","","","","","","98","12:10:45"
"","","","","","","","","","101","12:10:50"
"","","","","","","","","","104","12:10:55"
"","","","","","","","","","103","12:11:00"
"","","","","","","","","","96","12:11:05"
"","","","","","","","","","92","12:11:10"
"","","","","","","","","","94","12:11:20"
"","","","","","","","","","93","12:11:25"
"","","","","","","","","","94","12:11:30"
"","","","","","","","","","93","12:11:40"
"","","","","","","","","","90","12:11:50"
"","","","","","","","","","91","12:12:00"
"","","","","","","","","","93","12:12:05"
"","","","","","","","","","97","12:12:10"
"","","","","","","","","","98","12:12:20"
"","","","","","","","","","101","12:12:25"
"","","","","","","","","","99","12:12:30"
"","","","","","","","","","101","12:12:35"
"","","","","","","","","","103","12:12:40"
"","","","","","","","","","106","12:12:45"
"","","","","","","","","","109","12:12:50"
"","","","","","","","","","107","12:12:55"
"","","","","","","","","","104","12:13:00"
"","","","","","","","","","106","12:13:10"
"","","","","","","","","","108","12:13:15"
"","","","","","","","","","106","12:13:20"
"","","","","","","","","","103","12:13:25"
"","","","","","","","","","102","12:13:30"
"","","","","","","","","","101","12:13:35"
"","","","","","","","","","102","12:13:50"
"","","","","","","","","","105","12:14:00"
"","","","","","","","","","104","12:14:05"
"","","","","","","","","","105","12:14:10"
"","","","","","","","","","106","12:14:15"
"","","","","","","","","","108","12:14:20"
"","","","","","","","","","110","12:14:25"
"","","","","","","","","","111","12:14:35"
"","","","","","","","","","110","12:14:40"
"","","","","","","","","","111","12:14:45"
"","","","","","","","","","108","12:14:50"
"","","","","","","","","","105","12:14:55"
"","","","","","","","","","106","12:15:05"
"","","","","","","","","","104","12:15:10"
"","","","","","","","","","103","12:15:15"
"","","","","","","","","","104","12:15:20"
"","","","","","","","","","106","12:15:25"
"","","","","","","","","","102","12:15:40"
"","","","","","","","","","99","12:15:45"
"","","","","","","","","","98","12:15:50"
"","","","","","","","","","96","12:15:55"
"","","","","","","","","","97","12:16:00"
"","","","","","","","","","100","12:16:10"
"","","","","","","","","","100","12:16:25"
"","","","","","","","","","103","12:16:30"
"","","","","","","","","","105","12:16:35"
"","","","","","","","","","102","12:16:40"
"","","","","","","","","","100","12:16:45"
"","","","","","","","","","100","12:17:00"
"","","","","","","","","","101","12:17:15"
"","","","","","","","","","101","12:17:30"
"","","","","","","","","","101","12:17:35"
"","","","","","","","","","101","12:17:40"
"","","","","","","","","","101","12:17:55"
"","","","","","","","","","101","12:18:10"
"","","","","","","","","","100","12:18:15"
"","","","","","","","","","99","12:18:20"
"","","","","","","","","","98","12:18:25"
"","","","","","","","","","98","12:18:30"
"","","","","","","","","","94","12:18:40"
"","","","","","","","","","94","12:18:55"
"","","","","","","","","","94","12:19:00"
"","","","","","","","","","93","12:19:05"
"","","","","","","","","","90","12:19:10"
"","","","","","","","","","88","12:19:15"
"","","","","","","","","","91","12:19:20"
"","","","","","","","","","93","12:19:25"
"","","","","","","","","","96","12:19:30"
"","","","","","","","","","97","12:19:35"
"","","","","","","","","","97","12:19:45"
"","","","","","","","","","97","12:20:00"
"","","","","","","","","","98","12:20:10"
"","","","","","","","","","98","12:20:25"
"","","","","","","","","","98","12:20:40"
"","","","","","","","","","98","12:20:45"
"","","","","","","","","","98","12:20:50"
"","","","","","","","","","98","12:21:05"
"","","","","","","","","","98","12:21:20"
"","","","","","","","","","97","12:21:30"
"","","","","","","","","","96","12:21:45"
"","","","","","","","","","97","12:21:50"
"","","","","","","","","","96","12:21:55"
"","","","","","","","","","96","12:22:00"
"","","","","","","","","","96","12:22:15"
"","","","","","","","","","97","12:22:20"
"","","","","","","","","","97","12:22:25"
"","","","","","","","","","98","12:22:30"
"","","","","","","","","","97","12:22:40"
"","","","","","","","","","97","12:22:50"
"","","","","","","","","","96","12:23:00"
"","","","","","","","","","95","12:23:10"
"","","","","","","","","","94","12:23:15"
"","","","","","","","","","94","12:23:30"
"","","","","","","","","","93","12:23:35"
"","","","","","","","","","100","12:23:50"
"","","","","","","","","","98","12:24:00"
"","","","","","","","","","98","12:24:05"
"","","","","","","","","","97","12:24:20"
"","","","","","","","","","97","12:24:35"
"","","","","","","","","","96","12:24:40"
"","","","","","","","","","96","12:24:55"
"","","","","","","","","","94","12:25:10"
"","","","","","","","","","101","12:25:20"
"","","","","","","","","","99","12:25:30"
"","","","","","","","","","96","12:25:40"
"","","","","","","","","","97","12:25:45"
"","","","","","","","","","96","12:25:55"
"","","","","","","","","","94","12:26:00"
"","","","","","","","","","102","12:26:10"
"","","","","","","","","","97","12:26:15"
"","","","","","","","","","98","12:26:20"
"","","","","","","","","","100","12:26:25"
"","","","","","","","","","100","12:26:30"
"","","","","","","","","","99","12:26:40"
"","","","","","","","","","99","12:26:55"
"","","","","","","","","","96","12:27:00"
"","","","","","","","","","100","12:27:10"
"","","","","","","","","","101","12:27:20"
"","","","","","","","","","100","12:27:25"
"","","","","","","","","","99","12:27:40"
"","","","","","","","","","90","12:27:45"
"","","","","","","","","","96","12:27:50"
"","","","","","","","","","96","12:28:05"
"","","","","","","","","","98","12:28:10"
"","","","","","","","","","97","12:28:20"
"","","","","","","","","","103","12:28:25"
"","","","","","","","","","103","12:28:30"
"","","","","","","","","","100","12:28:40"
"","","","","","","","","","98","12:28:45"
"","","","","","","","","","100","12:28:55"
"","","","","","","","","","99","12:29:00"
"","","","","","","","","","98","12:29:05"
"","","","","","","","","","97","12:29:20"
"","","","","","","","","","92","12:29:25"
"","","","","","","","","","91","12:29:30"
"","","","","","","","","","90","12:29:35"
"","","","","","","","","","91","12:29:40"
"","","","","","","","","","91","12:29:45"
"","","","","","","","","","94","12:30:00"
"","","","","","","","","","96","12:30:05"
"","","","","","","","","","97","12:30:20"
"","","","","","","","","","96","12:30:30"
"","","","","","","","","","97","12:30:35"
"","","","","","","","","","100","12:30:40"
"","","","","","","","","","103","12:30:50"
"","","","","","","","","","102","12:30:55"
"","","","","","","","","","102","12:31:10"
"","","","","","","","","","100","12:31:20"
"","","","","","","","","","102","12:31:30"
"","","","","","","","","","102","12:31:45"
"","","","","","","","","","98","12:31:50"
"","","","","","","","","","97","12:32:00"
"","","","","","","","","","97","12:32:15"
"","","","","","","","","","97","12:32:30"
"","","","","","","","","","97","12:32:45"
"","","","","","","","","","98","12:32:50"
"","","","","","","","","","97","12:32:55"
"","","","","","","","","","99","12:33:00"
"","","","","","","","","","99","12:33:15"
"","","","","","","","","","100","12:33:20"
"","","","","","","","","","105","12:33:25"
"","","","","","","","","","103","12:33:30"
"","","","","","","","","","101","12:33:35"
"","","","","","","","","","103","12:33:40"
"","","","","","","","","","105","12:33:45"
"","","","","","","","","","106","12:33:50"
"","","","","","","","","","107","12:33:55"
"","","","","","","","","","108","12:34:00"
"","","","","","","","","","108","12:34:15"
"","","","","","","","","","105","12:34:20"
"","","","","","","","","","103","12:34:25"
"","","","","","","","","","103","12:34:30"
"","","","","","","","","","104","12:34:35"
"","","","","","","","","","106","12:34:40"
"","","","","","","","","","106","12:34:45"
"","","","","","","","","","109","12:34:50"
"","","","","","","","","","110","12:34:55"
"","","","","","","","","","114","12:35:00"
"","","","","","","","","","114","12:35:05"
"","","","","","","","","","113","12:35:10"
"","","","","","","","","","112","12:35:15"
"","","","","","","","","","113","12:35:25"
"","","","","","","","","","115","12:35:35"
"","","","","","","","","","116","12:35:40"
"","","","","","","","","","120","12:35:55"
"","","","","","","","","","124","12:36:00"
"","","","","","","","","","123","12:36:05"
"","","","","","","","","","122","12:36:10"
"","","","","","","","","","123","12:36:15"
"","","","","","","","","","124","12:36:20"
"","","","","","","","","","123","12:36:30"
"","","","","","","","","","123","12:36:35"
"","","","","","","","","","126","12:36:45"
"","","","","","","","","","130","12:36:50"
"","","","","","","","","","123","12:36:55"
"","","","","","","","","","127","12:37:00"
"","","","","","","","","","124","12:37:10"
"","","","","","","","","","121","12:37:15"
"","","","","","","","","","125","12:37:20"
"","","","","","","","","","130","12:37:25"
"","","","","","","","","","132","12:37:30"
"","","","","","","","","","133","12:37:35"
"","","","","","","","","","134","12:37:40"
"","","","","","","","","","132","12:37:45"
"","","","","","","","","","133","12:37:50"
"","","","","","","","","","132","12:37:55"
"","","","","","","","","","130","12:38:05"
"","","","","","","","","","128","12:38:10"
"","","","","","","","","","125","12:38:15"
"","","","","","","","","","122","12:38:20"
"","","","","","","","","","121","12:38:25"
"","","","","","","","","","120","12:38:30"
"","","","","","","","","","118","12:38:35"
"","","","","","","","","","113","12:38:45"
"","","","","","","","","","114","12:38:50"
"","","","","","","","","","116","12:38:55"
"","","","","","","","","","116","12:39:10"
"","","","","","","","","","115","12:39:15"
"","","","","","","","","","115","12:39:20"
"","","","","","","","","","110","12:39:25"
"","","","","","","","","","111","12:39:30"
"","","","","","","","","","110","12:39:35"
"","","","","","","","","","112","12:39:40"
"","","","","","","","","","114","12:39:45"
"","","","","","","","","","115","12:39:50"
"","","","","","","","","","116","12:39:55"
"","","","","","","","","","114","12:40:10"
"","","","","","","","","","116","12:40:15"
"","","","","","","","","","118","12:40:25"
"","","","","","","","","","116","12:40:30"
"","","","","","","","","","115","12:40:35"
"","","","","","","","","","114","12:40:40"
"","","","","","","","","","110","12:40:45"
"","","","","","","","","","111","12:40:50"
"","","","","","","","","","111","12:41:05"
"","","","","","","","","","112","12:41:10"
"","","","","","","","","","113","12:41:20"
"","","","","","","","","","114","12:41:30"
"","","","","","","","","","116","12:41:35"
"","","","","","","","","","122","12:41:40"
"","","","","","","","","","123","12:41:45"
"","","","","","","","","","122","12:41:55"
"","","","","","","","","","122","12:42:10"
"","","","","","","","","","121","12:42:15"
"","","","","","","","","","119","12:42:25"
"","","","","","","","","","119","12:42:30"
"","","","","","","","","","118","12:42:35"
"","","","","","","","","","118","12:42:50"
"","","","","","","","","","107","12:42:55"
"","","","","","","","","","99","12:43:00"
"","","","","","","","","","100","12:43:05"
"","","","","","","","","","98","12:43:15"
"","","","","","","","","","94","12:43:25"
"","","","","","","","","","93","12:43:30"
"","","","","","","","","","93","12:43:45"
"","","","","","","","","","96","12:43:55"
"","","","","","","","","","100","12:44:00"
"","","","","","","","","","103","12:44:10"
"","","","","","","","","","105","12:44:20"
"","","","","","","","","","106","12:44:25"
"","","","","","","","","","104","12:44:30"
"","","","","","","","","","103","12:44:35"
"","","","","","","","","","106","12:44:40"
"","","","","","","","","","102","12:44:45"
"","","","","","","","","","101","12:44:55"
"","","","","","","","","","104","12:45:05"
"","","","","","","","","","108","12:45:10"
"","","","","","","","","","103","12:45:15"
"","","","","","","","","","96","12:45:20"
"","","","","","","","","","93","12:45:30"
"","","","","","","","","","89","12:45:35"
"","","","","","","","","","87","12:45:40"
"","","","","","","","","","90","12:45:50"
"","","","","","","","","","87","12:45:55"
"","","","","","","","","","88","12:46:00"
"","","","","","","","","","89","12:46:10"
"","","","","","","","","","91","12:46:15"
"","","","","","","","","","92","12:46:25"
"","","","","","","","","","96","12:46:30"
"","","","","","","","","","95","12:46:35"
"","","","","","","","","","97","12:46:40"
"","","","","","","","","","99","12:46:45"
"","","","","","","","","","103","12:46:50"
"","","","","","","","","","105","12:46:55"
"","","","","","","","","","107","12:47:00"
"","","","","","","","","","108","12:47:05"
"","","","","","","","","","111","12:47:20"
"","","","","","","","","","114","12:47:30"
"","","","","","","","","","113","12:47:35"
"","","","","","","","","","111","12:47:40"
"","","","","","","","","","110","12:47:45"
"","","","","","","","","","109","12:47:50"
"","","","","","","","","","108","12:47:55"
"","","","","","","","","","108","12:48:10"
"","","","","","","","","","108","12:48:25"
"","","","","","","","","","108","12:48:40"
"","","","","","","","","","108","12:48:55"
"","","","","","","","","","108","12:49:10"
"","","","","","","","","","108","12:57:30"
"","","","","","","","","","109","12:57:35"
"","","","","","","","","","111","12:57:40"
"","","","","","","","","","112","12:57:45"
"","","","","","","","","","111","12:57:50"
"","","","","","","","","","110","12:57:55"
"","","","","","","","","","111","12:58:00"
"","","","","","","","","","112","12:58:05"
"","","","","","","","","","113","12:58:20"
"","","","","","","","","","115","12:58:30"
"","","","","","","","","","116","12:58:35"
"","","","","","","","","","117","12:58:50"
"","","","","","","","","","118","12:58:55"
"","","","","","","","","","116","12:59:00"
"","","","","","","","","","112","12:59:05"
"","","","","","","","","","108","12:59:10"
"","","","","","","","","","105","12:59:15"
"","","","","","","","","","106","12:59:30"
"","","","","","","","","","107","12:59:40"
"","","","","","","","","","104","12:59:45"
"","","","","","","","","","108","12:59:55"
"","","","","","","","","","111","13:00:00"
"","","","","","","","","","112","13:00:05"
"","","","","","","","","","110","13:00:10"
"","","","","","","","","","109","13:00:15"
"","","","","","","","","","107","13:00:20"
"","","","","","","","","","108","13:00:25"
"","","","","","","","","","107","13:00:30"
"","","","","","","","","","105","13:00:35"
"","","","","","","","","","99","13:00:40"
"","","","","","","","","","97","13:00:45"
"","","","","","","","","","98","13:00:50"
"","","","","","","","","","98","13:01:05"
"","","","","","","","","","70","13:01:20"
"","","","","","","","","","74","13:01:30"
"","","","","","","","","","74","13:01:45"
"","","","","","","","","","74","13:02:00"
"","","","","","","","","","74","13:02:15"
"","","","","","","","","","74","13:02:30"
"","","","","","","","","","74","13:02:45"
"","","","","","","","","","84","14:15:30"
"","","","","","","","","","86","14:15:35"
"","","","","","","","","","88","14:15:40"
"","","","","","","","","","86","14:15:45"
"","","","","","","","","","85","14:15:50"
"","","","","","","","","","87","14:16:00"
"","","","","","","","","","88","14:16:05"
"","","","","","","","","","87","14:16:10"
"","","","","","","","","","87","14:16:20"
"","","","","","","","","","88","14:16:25"
"","","","","","","","","","89","14:16:30"
"","","","","","","","","","87","14:16:35"
"","","","","","","","","","88","14:16:50"
"","","","","","","","","","87","14:17:05"
"","","","","","","","","","87","14:17:15"
"","","","","","","","","","87","14:17:25"
"","","","","","","","","","86","14:17:30"
"","","","","","","","","","86","14:17:35"
"","","","","","","","","","87","14:17:45"
"","","","","","","","","","88","14:17:50"
"","","","","","","","","","87","14:18:05"
"","","","","","","","","","87","14:18:15"
"","","","","","","","","","88","14:18:20"
"","","","","","","","","","87","14:18:30"
"","","","","","","","","","90","14:18:40"
"","","","","","","","","","90","14:18:50"
"","","","","","","","","","92","14:19:00"
"","","","","","","","","","92","14:19:10"
"","","","","","","","","","89","14:19:20"
"","","","","","","","","","89","14:19:30"
"","","","","","","","","","90","14:19:35"
"","","","","","","","","","91","14:19:50"
"","","","","","","","","","92","14:19:55"
"","","","","","","","","","93","14:20:00"
"","","","","","","","","","92","14:20:10"
"","","","","","","","","","90","14:20:15"
"","","","","","","","","","88","14:20:20"
"","","","","","","","","","89","14:20:25"
"","","","","","","","","","86","14:20:30"
"","","","","","","","","","86","14:20:45"
"","","","","","","","","","86","14:20:55"
"","","","","","","","","","86","14:21:10"
"","","","","","","","","","88","14:21:15"
"","","","","","","","","","91","14:21:20"
"","","","","","","","","","92","14:21:25"
"","","","","","","","","","93","14:21:30"
"","","","","","","","","","93","14:21:45"
"","","","","","","","","","93","14:22:00"
"","","","","","","","","","92","14:22:10"
"","","","","","","","","","88","14:22:15"
"","","","","","","","","","86","14:22:20"
"","","","","","","","","","87","14:22:25"
"","","","","","","","","","90","14:22:30"
"","","","","","","","","","91","14:22:35"
"","","","","","","","","","93","14:22:40"
"","","","","","","","","","93","14:22:45"
"","","","","","","","","","97","14:22:50"
