"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","100","20:56:00"
"","","","","","","","","","103","20:56:05"
"","","","","","","","","","103","20:56:10"
"","","","","","","","","","101","20:56:20"
"","","","","","","","","","102","20:56:35"
"","","","","","","","","","99","20:56:40"
"","","","","","","","","","97","20:56:45"
"","","","","","","","","","96","20:56:50"
"","","","","","","","","","95","20:56:55"
"","","","","","","","","","96","20:57:05"
"","","","","","","","","","97","20:57:10"
"","","","","","","","","","98","20:57:15"
"","","","","","","","","","99","20:57:20"
"","","","","","","","","","102","20:57:25"
"","","","","","","","","","116","20:57:30"
"","","","","","","","","","114","20:57:45"
"","","","","","","","","","114","20:57:55"
"","","","","","","","","","113","20:58:10"
"","","","","","","","","","110","20:58:15"
"","","","","","","","","","105","20:58:20"
"","","","","","","","","","106","20:58:30"
"","","","","","","","","","107","20:58:40"
"","","","","","","","","","108","20:58:45"
"","","","","","","","","","106","20:58:50"
"","","","","","","","","","107","20:58:55"
"","","","","","","","","","103","20:59:00"
"","","","","","","","","","102","20:59:10"
"","","","","","","","","","108","20:59:20"
"","","","","","","","","","109","20:59:25"
"","","","","","","","","","110","20:59:40"
"","","","","","","","","","109","20:59:50"
"","","","","","","","","","109","21:00:05"
"","","","","","","","","","108","21:00:20"
"","","","","","","","","","107","21:00:30"
"","","","","","","","","","107","21:00:35"
"","","","","","","","","","107","21:00:50"
"","","","","","","","","","107","21:00:55"
"","","","","","","","","","107","21:01:10"
"","","","","","","","","","106","21:01:20"
"","","","","","","","","","107","21:01:25"
"","","","","","","","","","103","21:01:30"
"","","","","","","","","","104","21:01:35"
"","","","","","","","","","105","21:01:45"
"","","","","","","","","","106","21:01:50"
"","","","","","","","","","104","21:01:55"
"","","","","","","","","","102","21:02:05"
"","","","","","","","","","101","21:02:20"
"","","","","","","","","","104","21:02:25"
"","","","","","","","","","103","21:02:30"
"","","","","","","","","","103","21:02:45"
"","","","","","","","","","106","21:02:55"
"","","","","","","","","","107","21:03:00"
"","","","","","","","","","106","21:03:05"
"","","","","","","","","","108","21:03:10"
"","","","","","","","","","110","21:03:20"
"","","","","","","","","","112","21:03:25"
"","","","","","","","","","111","21:03:30"
"","","","","","","","","","113","21:03:35"
"","","","","","","","","","110","21:03:40"
"","","","","","","","","","110","21:03:55"
"","","","","","","","","","111","21:04:00"
"","","","","","","","","","113","21:04:05"
"","","","","","","","","","112","21:04:10"
"","","","","","","","","","112","21:04:15"
"","","","","","","","","","112","21:04:30"
"","","","","","","","","","110","21:04:35"
"","","","","","","","","","110","21:04:50"
"","","","","","","","","","109","21:05:05"
"","","","","","","","","","109","21:05:10"
"","","","","","","","","","108","21:05:15"
"","","","","","","","","","108","21:05:20"
"","","","","","","","","","107","21:05:35"
"","","","","","","","","","106","21:05:50"
"","","","","","","","","","104","21:06:05"
"","","","","","","","","","104","21:06:10"
"","","","","","","","","","104","21:06:25"
"","","","","","","","","","103","21:06:35"
"","","","","","","","","","102","21:06:45"
"","","","","","","","","","103","21:06:50"
"","","","","","","","","","101","21:06:55"
"","","","","","","","","","104","21:07:00"
"","","","","","","","","","105","21:07:05"
"","","","","","","","","","106","21:07:20"
"","","","","","","","","","108","21:07:25"
"","","","","","","","","","107","21:07:35"
"","","","","","","","","","106","21:07:40"
"","","","","","","","","","106","21:07:45"
"","","","","","","","","","106","21:08:00"
"","","","","","","","","","106","21:08:15"
"","","","","","","","","","108","21:08:20"
"","","","","","","","","","108","21:08:25"
"","","","","","","","","","107","21:08:30"
"","","","","","","","","","111","21:08:35"
"","","","","","","","","","113","21:08:40"
"","","","","","","","","","109","21:08:45"
"","","","","","","","","","108","21:08:55"
"","","","","","","","","","111","21:09:00"
"","","","","","","","","","110","21:09:10"
"","","","","","","","","","111","21:09:15"
"","","","","","","","","","112","21:09:20"
"","","","","","","","","","102","21:09:25"
"","","","","","","","","","105","21:09:30"
"","","","","","","","","","104","21:09:35"
"","","","","","","","","","103","21:09:40"
"","","","","","","","","","102","21:09:50"
"","","","","","","","","","103","21:10:05"
"","","","","","","","","","100","21:10:10"
"","","","","","","","","","102","21:10:15"
"","","","","","","","","","105","21:10:20"
"","","","","","","","","","107","21:10:25"
"","","","","","","","","","111","21:10:30"
"","","","","","","","","","110","21:10:35"
"","","","","","","","","","107","21:10:40"
"","","","","","","","","","110","21:10:45"
"","","","","","","","","","110","21:10:55"
"","","","","","","","","","108","21:11:05"
"","","","","","","","","","107","21:11:10"
"","","","","","","","","","106","21:11:20"
"","","","","","","","","","101","21:11:25"
"","","","","","","","","","104","21:11:35"
"","","","","","","","","","100","21:11:40"
"","","","","","","","","","100","21:11:55"
"","","","","","","","","","99","21:12:00"
"","","","","","","","","","99","21:12:15"
"","","","","","","","","","98","21:12:25"
"","","","","","","","","","97","21:12:35"
"","","","","","","","","","98","21:12:40"
"","","","","","","","","","103","21:12:50"
"","","","","","","","","","101","21:12:55"
"","","","","","","","","","101","21:13:10"
"","","","","","","","","","99","21:13:20"
"","","","","","","","","","99","21:13:35"
"","","","","","","","","","98","21:13:40"
"","","","","","","","","","100","21:13:55"
"","","","","","","","","","101","21:14:00"
"","","","","","","","","","100","21:14:05"
"","","","","","","","","","98","21:14:10"
"","","","","","","","","","97","21:14:15"
"","","","","","","","","","95","21:14:20"
"","","","","","","","","","98","21:14:25"
"","","","","","","","","","99","21:14:30"
"","","","","","","","","","97","21:14:35"
"","","","","","","","","","96","21:14:40"
"","","","","","","","","","96","21:14:45"
"","","","","","","","","","95","21:14:50"
"","","","","","","","","","95","21:15:00"
"","","","","","","","","","94","21:15:10"
"","","","","","","","","","94","21:15:15"
"","","","","","","","","","93","21:15:20"
"","","","","","","","","","93","21:15:35"
"","","","","","","","","","95","21:15:50"
"","","","","","","","","","95","21:16:05"
"","","","","","","","","","96","21:16:15"
"","","","","","","","","","96","21:16:20"
"","","","","","","","","","96","21:16:35"
"","","","","","","","","","96","21:16:50"
"","","","","","","","","","96","21:17:05"
"","","","","","","","","","93","21:17:20"
"","","","","","","","","","93","21:17:30"
"","","","","","","","","","92","21:17:40"
"","","","","","","","","","91","21:17:50"
"","","","","","","","","","90","21:18:05"
"","","","","","","","","","91","21:18:10"
"","","","","","","","","","92","21:18:15"
"","","","","","","","","","93","21:18:20"
"","","","","","","","","","94","21:18:30"
"","","","","","","","","","93","21:18:35"
"","","","","","","","","","93","21:18:50"
"","","","","","","","","","95","21:19:00"
"","","","","","","","","","97","21:19:10"
"","","","","","","","","","96","21:19:20"
"","","","","","","","","","95","21:19:25"
"","","","","","","","","","95","21:19:40"
"","","","","","","","","","95","21:19:55"
"","","","","","","","","","95","21:20:00"
"","","","","","","","","","95","21:20:15"
"","","","","","","","","","96","21:20:30"
"","","","","","","","","","99","21:20:40"
"","","","","","","","","","99","21:20:45"
"","","","","","","","","","99","21:21:00"
"","","","","","","","","","99","21:21:15"
"","","","","","","","","","99","21:21:20"
"","","","","","","","","","98","21:21:25"
"","","","","","","","","","99","21:21:30"
"","","","","","","","","","101","21:21:40"
"","","","","","","","","","98","21:21:50"
"","","","","","","","","","97","21:22:00"
"","","","","","","","","","98","21:22:05"
"","","","","","","","","","99","21:22:10"
"","","","","","","","","","98","21:22:25"
"","","","","","","","","","97","21:22:40"
"","","","","","","","","","98","21:22:50"
"","","","","","","","","","99","21:22:55"
"","","","","","","","","","98","21:23:05"
"","","","","","","","","","99","21:23:10"
"","","","","","","","","","100","21:23:15"
"","","","","","","","","","102","21:23:25"
"","","","","","","","","","101","21:23:30"
"","","","","","","","","","100","21:23:40"
"","","","","","","","","","101","21:23:45"
"","","","","","","","","","103","21:23:50"
"","","","","","","","","","105","21:23:55"
"","","","","","","","","","104","21:24:00"
"","","","","","","","","","100","21:24:10"
"","","","","","","","","","101","21:24:15"
"","","","","","","","","","102","21:24:25"
"","","","","","","","","","98","21:24:35"
"","","","","","","","","","100","21:24:45"
"","","","","","","","","","97","21:24:50"
"","","","","","","","","","95","21:24:55"
"","","","","","","","","","95","21:25:10"
"","","","","","","","","","95","21:25:25"
"","","","","","","","","","97","21:25:30"
"","","","","","","","","","97","21:25:45"
"","","","","","","","","","96","21:26:00"
"","","","","","","","","","96","21:26:15"
"","","","","","","","","","96","21:26:30"
"","","","","","","","","","95","21:26:35"
"","","","","","","","","","92","21:26:45"
"","","","","","","","","","90","21:26:50"
"","","","","","","","","","89","21:26:55"
"","","","","","","","","","90","21:27:05"
"","","","","","","","","","91","21:27:20"
"","","","","","","","","","90","21:27:25"
"","","","","","","","","","91","21:27:30"
"","","","","","","","","","92","21:27:35"
"","","","","","","","","","97","21:27:40"
"","","","","","","","","","95","21:27:50"
"","","","","","","","","","96","21:27:55"
"","","","","","","","","","97","21:28:05"
"","","","","","","","","","93","21:28:15"
"","","","","","","","","","94","21:28:20"
"","","","","","","","","","94","21:28:35"
"","","","","","","","","","95","21:28:45"
"","","","","","","","","","94","21:28:50"
"","","","","","","","","","95","21:28:55"
"","","","","","","","","","96","21:29:00"
"","","","","","","","","","97","21:29:05"
"","","","","","","","","","98","21:29:10"
"","","","","","","","","","100","21:29:15"
"","","","","","","","","","99","21:29:20"
"","","","","","","","","","100","21:29:30"
"","","","","","","","","","97","21:29:40"
"","","","","","","","","","96","21:29:55"
"","","","","","","","","","95","21:30:05"
"","","","","","","","","","96","21:30:10"
"","","","","","","","","","95","21:30:20"
"","","","","","","","","","94","21:30:25"
"","","","","","","","","","92","21:30:30"
"","","","","","","","","","93","21:30:35"
"","","","","","","","","","92","21:30:40"
"","","","","","","","","","92","21:30:45"
"","","","","","","","","","92","21:31:00"
"","","","","","","","","","91","21:31:10"
"","","","","","","","","","92","21:31:15"
"","","","","","","","","","93","21:31:30"
"","","","","","","","","","94","21:31:35"
"","","","","","","","","","95","21:31:40"
"","","","","","","","","","95","21:31:55"
"","","","","","","","","","96","21:32:00"
"","","","","","","","","","96","21:32:15"
"","","","","","","","","","97","21:32:20"
"","","","","","","","","","95","21:32:30"
"","","","","","","","","","97","21:32:35"
"","","","","","","","","","101","21:32:40"
"","","","","","","","","","103","21:32:45"
"","","","","","","","","","105","21:32:50"
"","","","","","","","","","108","21:32:55"
"","","","","","","","","","111","21:33:00"
"","","","","","","","","","117","21:33:05"
"","","","","","","","","","122","21:33:10"
"","","","","","","","","","124","21:33:15"
"","","","","","","","","","128","21:33:25"
"","","","","","","","","","132","21:33:30"
"","","","","","","","","","131","21:33:35"
"","","","","","","","","","130","21:33:40"
"","","","","","","","","","132","21:33:45"
"","","","","","","","","","135","21:33:50"
"","","","","","","","","","134","21:33:55"
"","","","","","","","","","132","21:34:00"
"","","","","","","","","","131","21:34:05"
"","","","","","","","","","129","21:34:10"
"","","","","","","","","","123","21:34:15"
"","","","","","","","","","120","21:34:20"
"","","","","","","","","","119","21:34:25"
"","","","","","","","","","117","21:34:30"
"","","","","","","","","","118","21:34:40"
"","","","","","","","","","117","21:34:55"
"","","","","","","","","","118","21:35:00"
"","","","","","","","","","119","21:35:10"
"","","","","","","","","","118","21:35:20"
"","","","","","","","","","115","21:35:30"
"","","","","","","","","","116","21:35:35"
"","","","","","","","","","114","21:35:40"
"","","","","","","","","","117","21:35:50"
"","","","","","","","","","118","21:35:55"
"","","","","","","","","","115","21:36:00"
"","","","","","","","","","110","21:36:05"
"","","","","","","","","","112","21:36:10"
"","","","","","","","","","110","21:36:15"
"","","","","","","","","","111","21:36:25"
"","","","","","","","","","113","21:36:30"
"","","","","","","","","","107","21:36:40"
"","","","","","","","","","106","21:36:50"
"","","","","","","","","","94","21:37:00"
"","","","","","","","","","93","21:37:10"
"","","","","","","","","","93","21:37:15"
"","","","","","","","","","92","21:37:20"
"","","","","","","","","","90","21:37:25"
"","","","","","","","","","89","21:37:30"
